chr1	949046	950119
chr1	1146905	1149748
chr1	1146919	1149748
chr1	9711989	9776027
chr1	9711989	9789372
chr1	9770362	9789372
chr1	11086779	11107496
chr1	11105054	11107496
chr1	11105054	11107496
chr1	11105355	11107496
chr1	22963317	22966375
chr1	22970317	22974803
chr1	22970317	22974803
chr1	22979881	22988229
chr1	27695800	27701515
chr1	27695800	27701515
chr1	32717039	32751966
chr1	32739911	32751966
chr1	32739911	32751966
chr1	32740125	32751966
chr1	33473740	33502712
chr1	33477025	33502712
chr1	33473740	33502712
chr1	36931843	36949115
chr1	36931843	36949115
chr1	36931843	36949115
chr1	41445206	41478435
chr1	41449032	41478435
chr1	57320642	57384094
chr1	57395082	57431888
chr1	67773246	67862783
chr1	92940517	92949556
chr1	92940517	92951828
chr1	92940517	92952633
chr1	114448114	114456908
chr1	114448114	114456894
chr1	114448114	114456908
chr1	149754449	149764274
chr1	150039541	150117705
chr1	150049466	150117705
chr1	151313315	151319969
chr1	151313315	151319969
chr1	151372240	151374612
chr1	151778746	151798753
chr1	151778746	151804548
chr1	154245238	154248555
chr1	154245238	154248555
chr1	154554733	154580924
chr1	154554733	154580924
chr1	154554733	154580924
chr1	154554733	154600656
chr1	154573716	154578694
chr1	154574879	154578694
chr1	154574879	154580924
chr1	156024716	156028805
chr1	161475404	161489560
chr1	161475404	161489560
chr1	161511750	161520018
chr1	161511750	161520018
chr1	161511750	161520613
chr1	161633104	161648644
chr1	161633104	161648644
chr1	161633104	161648644
chr1	161633104	161648644
chr1	167400076	167488047
chr1	167400076	167488047
chr1	167404507	167488047
chr1	172628384	172636212
chr1	172628384	172636212
chr1	183524896	183559939
chr1	183524896	183560256
chr1	196621207	196670895
chr1	196621207	196716834
chr1	196744129	196759352
chr1	196744129	196763403
chr1	196748491	196801519
chr1	196789060	196801519
chr1	198608297	198726805
chr1	198608297	198726805
chr1	198608555	198672701
chr1	198608617	198672701
chr1	198608617	198672701
chr1	206941147	206946039
chr1	207495016	207534511
chr1	207495016	207534511
chr1	207627844	207663440
chr1	207627844	207663440
chr1	207925582	207969061
chr1	207925582	207969061
chr1	207925582	207969061
chr1	207925582	207969061
chr1	207925582	207969061
chr1	207925582	207969061
chr1	207925582	207969061
chr1	207925582	207969061
chr1	235824530	235901507
chr1	235824530	236030427
chr1	235955081	236047208
chr1	235989822	236047208
chr1	235992907	236030427
chr1	247579657	247612606
chr1	247579657	247612606
chr1	247581554	247589294
chr1	247581554	247612606
chr1	247581554	247612606
chr1	247581554	247612606
chr1	33473740	33502712
chr1	115247284	115259715
chr1	149755702	149760373
chr1	150039541	150065944
chr1	154245238	154248555
chr1	161511750	161520613
chr1	161511750	161520613
chr1	161593187	161601452
chr1	161633104	161644063
chr1	161633104	161648644
chr1	196621207	196670895
chr1	196621207	196670895
chr1	198608297	198673244
chr1	198608297	198701885
chr1	206945946	206946234
chr1	207495016	207534511
chr1	207495016	207534511
chr1	207627844	207663440
chr1	207644541	207646724
chr1	235901053	235916774
chr1	235922471	236047208
chr1	9751724	9789372
chr1	32739940	32746011
chr1	33473740	33502712
chr1	33477025	33502712
chr1	41445206	41478435
chr1	41447800	41462229
chr1	41454390	41478435
chr1	57395082	57431888
chr1	57395082	57431888
chr1	67773246	67862783
chr1	67773246	67862783
chr1	67773246	67862783
chr1	67773246	67862783
chr1	67773246	67862783
chr1	67773246	67862783
chr1	150039541	150082942
chr1	150039541	150117705
chr1	150039599	150054279
chr1	150039599	150117705
chr1	151313315	151319969
chr1	151372240	151373803
chr1	151778746	151804548
chr1	151778746	151804548
chr1	154245238	154248555
chr1	156024716	156028805
chr1	183524896	183559939
chr1	183524896	183559939
chr1	196744129	196763403
chr1	198608297	198704581
chr1	207495016	207534511
chr1	235922471	236047208
chr1	247581554	247612606
chr1	9751724	9789372
chr1	85731659	85742787
chr1	154554733	154578976
chr1	161475404	161489560
chr1	161475404	161489560
chr1	161593187	161601953
chr1	196659381	196888043
chr1	198608297	198704581
chr1	161593187	161601037
chr1	161593187	161601037
chr1	161593187	161601452
chr1	198608297	198664500
chr1	207498103	207511204
chr2	3642621	3692434
chr2	3642621	3692434
chr2	3642621	3692434
chr2	3642621	3692434
chr2	32449717	32490149
chr2	32449717	32491012
chr2	47143495	47303475
chr2	47168512	47277385
chr2	47168512	47303475
chr2	47177701	47303475
chr2	47206078	47303475
chr2	47221569	47303475
chr2	85360782	85537711
chr2	87011927	87019037
chr2	87011927	87019037
chr2	87011927	87035719
chr2	98330230	98356523
chr2	98341123	98356523
chr2	98351068	98356523
chr2	113816414	113822520
chr2	113816884	113822520
chr2	113857136	113891790
chr2	113875669	113891793
chr2	113875669	113891793
chr2	113875669	113891793
chr2	113885337	113891793
chr2	136872118	136874013
chr2	136872118	136875925
chr2	163123788	163175418
chr2	163166856	163175418
chr2	175424501	175499507
chr2	175424501	175547827
chr2	175431110	175462693
chr2	175436096	175547827
chr2	191833961	191879176
chr2	191840462	191879176
chr2	191840462	191879176
chr2	202047820	202065652
chr2	202047820	202086583
chr2	202047820	202086583
chr2	202047820	202094329
chr2	202047820	202094329
chr2	202098365	202107848
chr2	202098365	202146838
chr2	202098365	202152634
chr2	202098365	202152634
chr2	202098365	202152634
chr2	202122953	202137699
chr2	202122953	202152634
chr2	202122953	202152634
chr2	202122968	202141891
chr2	202125422	202152634
chr2	204571397	204594695
chr2	204571397	204603836
chr2	204571397	204603836
chr2	204732710	204738883
chr2	204732710	204738883
chr2	204801670	204826498
chr2	217277336	217347974
chr2	217277672	217347974
chr2	219246951	219260949
chr2	219246951	219261817
chr2	219246951	219261817
chr2	219940245	220025787
chr2	219940245	220035017
chr2	224620246	224702519
chr2	224620246	224702519
chr2	228550125	228582945
chr2	228550125	228582945
chr2	231033844	231085027
chr2	231033844	231085027
chr2	231041388	231085027
chr2	238395252	238464161
chr2	238396077	238464161
chr2	238396077	238464161
chr2	238396077	238464161
chr2	238418929	238464161
chr2	238426871	238464161
chr2	3642621	3692434
chr2	3653841	3692434
chr2	3653841	3692434
chr2	3653841	3692434
chr2	3653841	3692434
chr2	32449717	32491012
chr2	47168512	47303475
chr2	47168512	47303475
chr2	136872118	136875507
chr2	175425697	175547827
chr2	191833961	191878881
chr2	191845545	191879176
chr2	202047820	202086583
chr2	202047820	202086583
chr2	202098365	202137842
chr2	202122968	202137699
chr2	202136438	202146838
chr2	202131409	202152634
chr2	204571397	204603836
chr2	204732710	204738883
chr2	204732710	204738883
chr2	204801670	204826498
chr2	217279569	217347974
chr2	219246951	219258053
chr2	219246951	219258053
chr2	219251557	219261817
chr2	224620246	224702519
chr2	224630093	224702519
chr2	231041388	231072974
chr2	231041388	231085027
chr2	238396077	238454612
chr2	87011927	87019037
chr2	175436096	175499507
chr2	202047820	202073106
chr2	204571397	204603836
chr2	204801670	204822813
chr2	219246951	219252153
chr2	219246951	219259989
chr2	228551316	228582945
chr2	32449717	32490889
chr2	191833961	191878604
chr2	202131409	202137699
chr2	202131409	202146838
chr2	202131409	202146838
chr2	231041388	231090644
chr2	3642621	3692434
chr2	3649695	3692434
chr2	202131409	202141891
chr3	3168799	3171913
chr3	3168799	3192728
chr3	3168903	3171913
chr3	3171913	3172560
chr3	3168799	3190906
chr3	9932470	9936231
chr3	9958957	9975505
chr3	9958981	9975505
chr3	9958957	9975505
chr3	9958957	9975505
chr3	9958957	9975505
chr3	9970911	9975505
chr3	38180168	38184712
chr3	39448403	39454232
chr3	39448403	39454232
chr3	48506429	48509244
chr3	48507409	48509244
chr3	53195422	53226933
chr3	53195422	53226933
chr3	53212619	53216633
chr3	66429420	66456837
chr3	66429420	66551045
chr3	128198464	128207573
chr3	128198464	128206964
chr3	128198464	128212230
chr3	128886857	128903010
chr3	128886857	128903010
chr3	149235221	149375309
chr3	149235221	149376088
chr3	149235221	149421315
chr3	169482597	169483048
chr3	186934072	187010010
chr3	186952069	187010010
